	Hip	V	RA (deg)	Dec (deg)	Par(mas)	B-V	M_V	Sp
 	8593	5.94	27.72699465	-50.20612713	13.37	1.57	0.15	

 	8598	5.96	27.73786884	51.93369809	22.42	2.71	0.42	

 	8701	8.95	27.99004932	-81.01945276	32.38	6.5	0.89	

 	8734	6.89	28.09309303	37.43009231	18.03	3.17	0.44	

 	8768	8.89	28.20266288	-22.43485464	90.17	8.67	1.42	

 	8796	3.42	28.27041595	29.57939727	50.87	1.95	0.49	

 	8798	7.43	28.27628223	-1.32609412	26.56	4.55	0.64	

 	8847	6.44	28.45193321	55.59767097	13.61	2.11	0.19	

 	8859	6.77	28.49080201	10.61472078	23.97	3.67	0.47	

 	8867	8.47	28.52575237	66.17653388	45.16	6.74	1.01	

 	8881	9.15	28.59170233	-15.72364391	27.05	6.31	0.89	

 	8983	6.07	28.9436084	-60.86113745	21.5	2.73	0.36	

 	8987	9.86	28.95413022	-52.84090003	25.75	6.91	1.12	

 	8991	6.15	28.9593779	-78.34867741	24.2	3.07	0.45	

 	9044	8.61	29.13320582	-60.22710031	50.76	7.14	1.14	

 	9052	6.93	29.15634973	-81.49928857	13.66	2.61	0.38	

 	9073	7.85	29.19715132	23.05117755	30.0	5.24	0.71	

 	9085	6.1	29.24856719	-51.76685008	37.97	4.0	0.49	

 	9094	6.42	29.29093654	-10.24183649	29.43	3.76	0.82	

 	9141	8.07	29.45380158	-21.90136168	23.61	4.94	0.65	

 	9151	6.87	29.48075757	40.76081521	22.65	3.65	0.5	

 	9153	4.79	29.48239763	23.5960961	24.49	1.73	0.29	

 	9269	7.14	29.77693064	33.21053783	40.74	5.19	0.77	

 	9308	7.3	29.89851771	-65.4483543	14.86	3.16	0.42	

 	9312	5.29	29.90828959	64.62163894	12.69	0.81	0.0	

 	9313	5.57	29.91189289	-42.03028941	12.55	1.06	1.05	

 	9353	5.89	30.03760293	3.09763527	32.18	3.43	0.61	

 	9381	7.37	30.13244282	-40.73020092	28.54	4.65	0.65	

 	9400	8.93	30.19770613	-80.53236809	24.32	5.86	0.8	

 	9406	6.92	30.20586364	-8.47158346	17.57	3.14	0.96	

 	9414	6.84	30.23639524	-78.8701676	21.86	3.54	0.58	

 	9452	6.61	30.38932555	23.39545809	15.39	2.55	0.34	

 	9469	6.88	30.45878638	-63.62275719	13.77	2.57	0.56	

 	9473	7.06	30.46832359	7.86448845	21.43	3.72	0.51	

 	9499	8.06	30.55008416	-62.59219399	15.49	4.01	0.61	

 	9553	9.02	30.68711919	-40.95072149	31.79	6.53	1.02	

 	9598	3.95	30.85912643	72.42123962	20.12	0.47	-0.0	

 	9629	8.69	30.94046614	-40.46919597	22.16	5.42	0.72	

 	9659	7.36	31.06948079	60.24447153	22.16	4.09	0.56	

 	9683	7.43	31.14315629	25.41473128	26.91	4.58	0.71	

 	9685	6.45	31.14600838	-54.88162897	21.17	3.08	0.39	

 	9716	7.79	31.24714248	-15.67799402	39.16	5.75	0.83	

 	9724	10.19	31.26683543	-17.61420901	105.94	10.32	1.51	

 	9749	10.88	31.34762968	-28.07075687	44.37	9.12	1.4	

 	9788	9.83	31.45587015	30.78410257	34.78	7.54	1.17	

 	9829	6.89	31.62599843	24.33435081	43.14	5.06	0.66	

 	9884	2.01	31.79285757	23.46277743	49.48	0.48	1.15	

 	9885	7.51	31.79745582	-60.9833967	18.83	3.88	0.53	

 	9892	8.64	31.82489917	-53.19898114	19.93	5.14	0.7	

 	9902	7.5	31.85840805	-59.67938421	22.24	4.24	0.54	

 	9911	6.88	31.89341053	-0.61658189	27.04	4.04	0.62	

 	9977	4.78	32.12144102	37.85918337	16.48	0.86	0.12	

 	10031	6.57	32.2820623	71.55258863	36.57	4.39	0.55	

 	10050	6.4	32.34594705	17.22464882	25.47	3.43	0.47	

 	10054	6.05	32.35601743	81.29592818	14.61	1.87	0.12	

 	10079	7.32	32.40934712	42.85830544	19.49	3.77	0.5	

 	10096	6.49	32.45179984	-40.86644598	14.68	2.32	0.43	

 	10116	7.5	32.53232462	-64.35511762	17.8	3.75	0.62	

 	10117	8.91	32.53279991	-31.0694423	22.27	5.65	0.88	

 	10137	6.66	32.59972155	-76.62373019	12.15	2.08	0.34	

 	10138	6.12	32.60000721	-50.82531507	91.63	5.93	0.81	

 	10164	7.06	32.6733599	-28.21925054	17.76	3.31	1.0	

 	10212	5.64	32.83817716	8.57008262	23.52	2.5	0.57	

 	10215	6.0	32.8426776	-10.05174603	20.0	2.51	0.42	

 	10218	7.33	32.84573402	21.37737657	30.76	4.77	0.68	

 	10276	8.46	33.07542121	21.98282126	29.52	5.81	0.78	

 	10278	7.89	33.08627004	-46.81622226	23.02	4.7	0.67	

 	10279	10.04	33.09173956	3.58012318	96.28	9.96	1.43	

 	10301	8.36	33.17929969	-53.74396658	34.97	6.08	0.87	

 	10306	5.23	33.19993262	21.21098318	33.19	2.84	0.46	

 	10321	7.19	33.22900055	40.6686042	38.12	5.1	0.67	

 	10322	7.0	33.23239165	57.20502258	24.38	3.94	0.65	

 	10337	9.84	33.29970594	-21.19658781	43.0	8.01	1.35	

 	10339	7.35	33.30537928	40.50782151	39.1	5.31	0.7	

 	10363	9.33	33.39239293	-79.02413757	18.63	5.68	0.79	

 	10416	8.55	33.55657244	-3.63467442	43.73	6.75	1.05	

 	10421	9.73	33.57625544	-49.86224232	30.6	7.16	1.28	

 	10466	7.19	33.72961842	66.32102076	17.75	3.44	0.44	

 	10492	8.07	33.81735061	-23.28140736	23.06	4.88	0.74	

 	10505	6.8	33.85049328	24.27176457	37.87	4.69	0.69	

 	10510	8.12	33.86312275	27.3575979	26.89	5.27	0.7	

 	10540	5.79	33.94139916	25.78309877	24.93	2.77	0.44	

 	10567	7.5	34.00696333	-36.47150914	20.84	4.09	0.53	

 	10584	6.91	34.0654528	-9.82115255	21.53	3.58	0.62	

 	10599	7.99	34.11498914	12.38029867	29.35	5.33	0.79	

 	10602	3.56	34.12708452	-51.51211145	21.06	0.18	-0.12	

 	10617	12.02	34.16971499	-30.98900065	70.16	11.25	1.58	

 	10621	7.78	34.18434802	-63.39262247	16.81	3.91	0.52	

 	10626	7.61	34.19708067	43.77344263	21.97	4.32	0.64	

 	10629	8.3	34.20702084	64.95338087	25.82	5.36	0.67	

 	10670	4.03	34.32848216	33.84732099	27.73	1.24	0.02	

 	10681	7.61	34.35718753	65.26213086	22.55	4.38	0.57	

 	10694	8.1	34.4182149	-56.25114847	16.62	4.2	0.65	

 	10725	8.51	34.50919192	-50.8189655	18.04	4.79	0.64	

 	10798	6.33	34.74435827	-25.94676773	78.88	5.81	0.72	

 	10810	6.82	34.78638569	19.68801228	29.74	4.19	0.57	

 	10812	11.59	34.78776199	-36.77942028	71.56	10.86	1.51	

 	10818	8.48	34.81667058	-0.77976108	25.51	5.51	0.74	

 	10830	6.44	34.84485604	48.95528736	15.5	2.39	0.43	

 	10834	7.73	34.85444372	-61.93851059	14.53	3.54	0.5	

 	10842	8.12	34.88992295	-67.69771784	26.0	5.19	0.68	

 	10874	10.51	34.98709417	-74.56516789	27.8	7.73	1.14	

 	10890	6.64	35.03728727	50.95819139	17.34	2.84	0.52	

 	10925	8.67	35.17819775	-39.03366485	39.3	6.64	1.03	

 	10940	7.77	35.22491638	-52.96377042	18.53	4.11	0.53	

 	10960	10.31	35.30254204	53.56094337	34.89	8.02	1.32	

 	10977	8.82	35.34841642	-30.93390739	32.5	6.38	0.92	

 	11000	9.07	35.43434853	-6.87965555	37.34	6.93	1.08	

 	11001	4.08	35.43759585	-68.6594239	24.1	0.99	0.03	

 	11028	8.26	35.50360859	4.74656417	25.23	5.27	0.72	

 	11029	5.43	35.50600237	-10.77733458	33.48	3.05	0.36	

 	11083	8.83	35.67285683	18.41044053	29.51	6.18	0.91	

 	11090	5.81	35.70984185	41.39653472	21.16	2.44	0.29	

 	11095	5.99	35.71864225	-73.64582097	10.26	1.05	1.09	

 	11102	5.9	35.72772659	-51.09228926	16.3	1.96	0.21	

 	11111	8.94	35.74880964	71.17732665	26.92	6.09	0.88	

 	11160	7.02	35.89791377	-55.61696852	12.98	2.59	0.51	

 	11192	6.68	36.03992405	-16.2543204	16.04	2.71	0.31	

 	11258	5.36	36.22497693	-60.31162902	20.4	1.91	0.4	

 	11263	8.49	36.24499643	-54.23128802	14.91	4.36	0.58	

 	11317	9.04	36.41694295	28.76635752	28.1	6.28	0.96	

 	11337	8.36	36.46716038	-52.96440555	19.34	4.79	0.64	

 	11357	9.79	36.56161717	-69.48075361	21.81	6.48	0.95	

 	11360	6.79	36.56747573	6.29267404	22.33	3.53	0.4	

 	11427	6.45	36.84818295	10.19881767	27.5	3.65	0.45	

 	11433	9.1	36.86843798	-27.63469292	24.14	6.01	0.88	

 	11439	10.89	36.8752401	-30.90970391	48.01	9.3	1.45	

 	11448	7.59	36.9263925	-33.89657236	19.51	4.04	0.54	

 	11465	6.16	36.96562114	50.57019433	18.84	2.54	0.44	

 	11476	10.13	37.00735204	-75.37000877	22.11	6.85	1.06	

 	11477	5.13	37.00704179	-33.81105246	21.35	1.78	0.09	

 	11486	5.29	37.04162643	29.66953828	21.01	1.9	0.31	

 	11548	5.89	37.20224439	29.93158402	32.48	3.45	0.59	

 	11661	7.41	37.59565433	-51.37724705	16.26	3.47	0.46	

 	11728	8.03	37.85031895	22.08732063	23.9	4.92	0.67	

 	11759	8.67	37.92715509	-15.27316563	38.3	6.59	0.94	

 	11783	4.74	38.02198846	-15.2443199	38.73	2.68	0.45	

 	11796	6.76	38.04950363	55.45820313	18.69	3.12	0.36	

 	11843	6.0	38.22562452	15.03446457	34.84	3.71	0.57	

 	11852	8.84	38.24439125	-72.68790873	44.31	7.07	1.04	

 	11866	7.87	38.27641098	-72.44401331	19.92	4.37	0.62	

 	11886	6.86	38.31800133	-75.89357401	13.39	2.49	0.45	

 	11909	6.84	38.4315806	-72.34909143	17.0	2.99	0.57	

 	11919	6.73	38.46349183	-60.98273933	19.82	3.22	0.44	

 	11941	7.49	38.51471313	12.18094738	23.21	4.32	0.67	

 	11949	7.59	38.54307752	42.78572679	32.63	5.16	0.68	

 	11954	7.57	38.54815243	-33.11721293	24.35	4.5	0.53	

 	11964	8.89	38.59383064	-43.79563863	86.87	8.58	1.39	

 	12048	6.83	38.8334168	-3.55953966	27.85	4.05	0.67	

 	12109	9.47	39.00305347	-27.17795724	32.09	7.0	1.06	

 	12110	8.34	39.00301108	-23.52135802	47.04	6.7	1.07	

 	12114	5.79	39.01596864	6.88336423	138.72	6.5	0.92	

 	12119	8.38	39.03285379	-28.21870551	25.41	5.41	0.77	

 	12132	7.25	39.07034525	67.51283378	15.09	3.14	0.4	

 	12153	5.64	39.1572862	12.44784628	28.4	2.91	0.52	

 	12158	8.1	39.1732226	-3.15627771	41.09	6.17	0.94	

 	12181	5.91	39.23782977	38.73398283	18.42	2.24	0.5	

 	12184	7.1	39.24018291	24.64809351	25.36	4.12	0.41	

 	12186	5.78	39.24425358	-34.57734519	39.16	3.74	0.65	

 	12189	6.48	39.25181558	24.64725663	24.92	3.46	0.51	

 	12200	6.23	39.27713577	32.89101724	18.11	2.52	0.52	

 	12273	5.17	39.50870051	72.81821481	12.73	0.69	0.9	

 	12281	7.23	39.55021044	-41.90442097	16.61	3.33	0.93	

 	12288	5.84	39.57748196	-30.19388274	27.99	3.08	0.48	

 	12300	6.48	39.60312581	-37.99039371	18.71	2.84	0.52	

 	12306	7.36	39.61747275	30.8175675	27.89	4.59	0.58	

 	12361	6.78	39.78121504	-52.93492756	16.69	2.89	0.39	

 	12394	4.12	39.8967653	-68.2669476	21.27	0.76	-0.06	

 	12411	8.3	39.94819506	-33.89908714	24.97	5.29	0.71	

 	12436	9.44	40.01309801	-61.35379692	24.94	6.42	1.03	

 	12444	5.79	40.05209879	-9.45268375	46.42	4.12	0.52	

 	12484	5.21	40.16491631	-54.54992422	20.49	1.77	0.41	

 	12493	9.51	40.17794724	1.19811427	44.84	7.77	1.19	

 	12517	8.55	40.27612492	-51.44119114	21.41	5.2	0.64	

 	12562	5.98	40.39221887	-14.54941172	20.29	2.52	0.43	

 	12611	6.09	40.53514682	-46.524212	24.47	3.03	0.88	

 	12653	5.4	40.63816025	-50.80082665	58.0	4.22	0.56	

 	12656	7.03	40.64909601	61.59368884	18.18	3.33	0.39	

 	12664	7.62	40.67373344	-49.72938304	13.55	3.28	0.47	

 	12685	8.28	40.74452403	58.19779503	22.11	5.0	0.62	

 	12716	8.04	40.85628572	-37.92830354	24.77	5.01	0.75	

 	12723	9.04	40.89230348	-46.45356745	36.44	6.85	1.04	

 	12764	7.07	41.00359859	-6.00937192	22.73	3.85	0.53	

 	12766	8.63	41.01709808	-68.14823003	18.0	4.91	0.67	

 	12777	4.1	41.04869991	49.22866639	89.03	3.85	0.51	

 	12797	8.39	41.12074309	-24.41502518	22.68	5.17	0.77	

 	12804	6.9	41.13769061	46.84171508	17.37	3.1	0.45	

 	12828	4.27	41.23488901	10.11421979	38.71	2.21	0.31	

 	12832	5.17	41.23961417	12.44596709	26.15	2.26	0.23	

 	12837	7.14	41.25469579	-22.16629673	25.05	4.13	0.52	

 	12862	6.04	41.3369401	4.71173043	19.5	2.49	0.31	

 	12871	5.73	41.36438582	-63.70453152	18.23	2.03	0.93	

 	12876	4.83	41.38555249	-67.616724	11.06	0.05	0.06	

 	12926	7.89	41.56271915	25.65026311	38.95	5.84	0.84	

 	12929	8.59	41.57133117	11.77575063	62.83	7.58	1.27	

 	12961	10.25	41.67791744	-23.08695475	42.01	8.37	1.39	

 	12964	6.48	41.68773623	-21.63956244	22.18	3.21	0.39	

 	12988	7.68	41.75972977	-67.27769876	16.27	3.74	0.56	

 	12997	8.25	41.78124379	-57.43764408	17.31	4.44	0.58	

 	13061	4.52	41.97683942	29.24742385	18.06	0.8	1.11	

 	13118	6.94	42.18157204	31.11561362	22.73	3.72	0.96	

 	13129	7.74	42.21811756	-46.34697872	15.17	3.64	0.49	

 	13133	6.26	42.23127335	69.63419857	15.99	2.28	0.15	

 	13141	5.25	42.2556956	-62.80659207	19.73	1.73	0.1	

 	13147	4.45	42.27233113	-32.40628403	19.31	0.88	0.98	

 	13169	8.29	42.3338209	53.02355123	35.21	6.02	0.84	

 	13209	3.61	42.49578911	27.26079044	20.45	0.16	-0.1	

 	13218	10.72	42.54102469	-53.14019279	76.45	10.14	1.51	

 	13244	4.76	42.6189035	-75.06688108	9.92	-0.26	1.34	

 	13254	4.22	42.64547584	38.31890838	25.54	1.26	0.34	

 	13269	6.63	42.67705747	19.16065245	16.45	2.71	0.6	

 	13270	8.17	42.67937588	-48.87353758	15.71	4.15	0.62	

 	13288	4.76	42.75977464	-21.0039789	17.85	1.02	0.91	

 	13291	7.56	42.76749511	30.28682012	21.22	4.19	0.58	

 	13359	8.86	42.96997744	-61.6182614	23.36	5.7	0.85	

 	13363	6.38	42.9840101	-30.81477504	31.18	3.85	0.48	

 	13375	9.6	43.02680569	34.39175902	70.19	8.83	1.31	

 	13388	8.09	43.08077811	-33.45065753	38.45	6.01	0.83	

 	13389	11.36	43.08699952	-63.68135287	86.91	11.06	1.55	

 	13394	6.78	43.09408668	63.4100658	32.96	4.37	0.57	

 	13402	6.05	43.13287752	-12.76925369	96.33	5.97	0.86	

 	13455	8.12	43.31887781	-34.48881011	17.43	4.33	0.59	

 	13456	8.17	43.31983089	78.67066525	20.68	4.75	0.69	

 	13473	5.93	43.39313847	-38.43708698	16.83	2.06	0.44	

 	13508	8.66	43.4970581	-49.36170639	20.56	5.23	0.67	

 	13511	7.23	43.5040497	-64.90004388	14.72	3.07	0.46	

 	13513	8.23	43.51005944	-35.90426384	33.83	5.88	0.93	

 	13536	6.61	43.58274885	-55.87936029	17.36	2.81	0.37	

 	13594	8.33	43.78824394	-7.9958945	29.14	5.65	0.73	

 	13601	7.41	43.82200779	16.30930363	38.3	5.33	0.75	

 	13665	5.59	43.98642959	61.52106281	37.78	3.48	0.45	

 	13679	5.97	44.05720205	8.38177807	22.46	2.73	0.48	

 	13701	3.89	44.10668245	-8.89760976	24.49	0.83	1.09	

 	13718	8.57	44.15744552	-22.31031955	24.62	5.53	0.78	

 	13750	7.9	44.25278648	10.1622246	25.66	4.95	0.6	

 	13754	8.99	44.26245332	-56.19221021	26.81	6.13	0.88	

 	13782	5.44	44.34875521	-23.8620767	20.54	2.0	0.24	

 	13794	6.74	44.40300837	-55.0133476	11.92	2.12	0.37	

 	13834	5.8	44.52114653	20.66881016	31.41	3.29	0.41	

 	13884	4.98	44.69902505	-64.07129717	10.4	0.07	0.13	

 	13891	8.21	44.71850136	26.77377289	35.0	5.93	0.87	

 	13902	7.39	44.74595074	-43.7479235	25.68	4.44	0.59	

 	13942	5.69	44.90027293	-25.27433851	30.92	3.14	0.43	

 	13975	8.65	45.00328715	-58.23988544	13.69	4.33	0.6	

 	13976	7.97	45.01091188	7.74970382	42.66	6.12	0.93	

 	14007	8.48	45.08210459	-37.45455908	21.21	5.11	0.68	

 	14023	8.11	45.14869976	5.98644696	30.87	5.56	0.84	

 	14086	5.88	45.40604298	-28.09048221	32.94	3.47	0.79	

 	14124	6.2	45.53845132	-6.49419402	30.81	3.64	0.6	

 	14146	4.08	45.59830468	-23.62433613	37.85	1.97	0.16	

 	14150	6.62	45.60780944	26.60964871	47.25	4.99	0.7	

 	14181	6.72	45.71755954	47.11069746	21.65	3.4	0.6	

 	14232	6.38	45.8754713	28.26995604	20.01	2.89	0.31	

 	14237	7.69	45.89802248	36.44211966	23.21	4.52	0.63	

 	14240	5.12	45.90376552	-59.73761994	23.67	1.99	0.35	

 	14241	8.08	45.91151475	-5.66565632	28.33	5.34	0.68	

 	14258	6.92	45.96116153	6.13318019	31.75	4.43	0.55	

 	14286	6.64	46.03645457	61.70751562	43.74	4.84	0.63	

 	14293	5.26	46.06865515	-7.60089934	23.22	2.09	0.19	

 	14300	7.99	46.10465975	50.03202064	28.04	5.23	0.7	

 	14307	7.56	46.13775258	-51.32227515	18.62	3.91	0.57	

 	14339	7.89	46.228953	-57.16621531	18.85	4.27	0.65	

 	14382	4.77	46.38510717	56.7055481	15.95	0.78	1.02	

 	14445	9.07	46.61045758	1.96742325	67.69	8.22	1.36	

 	14501	6.97	46.82741621	-13.76114966	31.76	4.48	0.65	

 	14519	9.07	46.87938341	-74.50749916	18.18	5.37	1.27	

 	14527	8.24	46.89579201	-47.03935966	17.86	4.5	0.53	

 	14530	8.39	46.90741456	-72.32186752	23.21	5.22	0.77	

 	14532	7.36	46.91345143	36.61815129	23.44	4.21	0.67	

 	14547	6.12	46.95416193	-69.26495674	10.86	1.3	1.01	

 	14551	6.18	46.96168705	-27.8311011	17.35	2.38	0.17	

 	14587	9.27	47.0924491	-60.17287053	46.54	7.61	1.21	

 	14592	6.64	47.10679318	57.01318092	31.6	4.14	0.64	

 	14594	8.04	47.10718746	26.33296054	25.85	5.1	0.49	

 	14596	8.25	47.11015968	-37.85252221	19.22	4.67	0.66	

 	14614	7.85	47.18443378	15.33530084	24.44	4.79	0.64	

 	14619	6.8	47.20902306	-64.56545641	15.23	2.71	0.34	

 	14623	7.29	47.21791685	-24.88797952	33.14	4.89	0.68	

 	14632	4.05	47.26201363	49.61350009	94.93	3.94	0.59	

 	14633	9.82	47.26670225	76.04234642	46.91	8.18	1.32	

 	14668	3.79	47.37345463	44.85788896	29.05	1.11	0.98	

 	14710	7.57	47.51621606	-50.83245155	12.89	3.12	0.58	

 	14729	9.38	47.56255166	12.05088225	36.96	7.22	1.15	

 	14739	6.9	47.58010545	-74.29777198	22.02	3.61	0.52	

 	14844	5.92	47.92855231	81.47071191	16.13	1.96	0.15	

 	14857	7.05	47.96881464	-39.02314429	23.95	3.95	0.56	

 	14862	4.85	47.98432711	74.39386878	20.15	1.37	0.04	

 	14922	7.56	48.12615771	43.86062966	24.19	4.48	0.6	

 	14954	5.07	48.19301506	-1.19593294	44.69	3.32	0.57	

 	14964	7.27	48.22690163	-47.15518725	26.64	4.4	0.58	

 	14976	8.15	48.261105	32.89659875	23.73	5.03	0.73	

 	15035	8.55	48.43984363	36.14013794	26.58	5.67	0.79	

 	15039	6.88	48.45911058	-38.80928244	14.16	2.64	0.17	

 	15062	8.12	48.51999411	18.30436667	24.52	5.07	0.62	

 	15095	9.17	48.68534577	-26.44648673	54.48	7.85	1.24	

 	15099	7.83	48.69579281	8.98177593	44.96	6.09	0.86	

 	15131	6.75	48.77708474	-45.66516723	41.05	4.82	0.59	

 	15155	10.26	48.83874809	-70.29565804	20.05	6.77	0.94	

 	15197	4.8	48.95844499	-8.8198405	27.18	1.97	0.23	

 	15199	7.85	48.97234119	-14.79882531	21.34	4.5	0.61	

 	15201	5.51	48.98899185	-77.38860498	34.02	3.17	0.44	

 	15247	7.48	49.16926943	-3.53014978	20.02	3.99	0.53	

 	15323	6.4	49.41715145	31.12718548	36.86	4.23	0.57	

 	15330	5.53	49.43528798	-62.57689893	82.51	5.11	0.64	

 	15353	6.03	49.49578856	-66.92688494	17.24	2.21	0.13	

 	15366	10.29	49.52978849	38.25345803	57.75	9.1	1.45	

 	15371	5.24	49.54640411	-62.50793537	82.79	4.83	0.6	

 	15442	7.05	49.75727628	-2.84294728	40.52	5.09	0.66	

 	15457	4.84	49.83974536	3.36997055	109.18	5.03	0.68	

 	15510	4.26	49.97177014	-43.07154929	165.02	5.35	0.71	

 	15526	8.48	50.01129402	-28.78366881	27.86	5.7	0.82	

 	15527	7.36	50.01393863	-28.85391344	27.76	4.58	0.63	

 	15547	5.44	50.08158506	77.73490142	12.36	0.9	0.21	

 	15563	9.65	50.12109014	8.45443742	34.18	7.32	1.13	

 	15582	6.92	50.18567122	-26.28814419	19.28	3.35	0.41	

 	15585	6.4	50.18823634	-26.60656152	20.59	2.97	0.54	

 	15609	7.94	50.24723113	33.21860009	25.21	4.95	0.73	

 	15614	7.03	50.25993402	-68.53355812	12.38	2.49	0.29	

 	15631	8.3	50.32322017	-59.63988267	14.51	4.11	0.79	

 	15638	11.21	50.3350302	79.96656492	72.8	10.52	1.59	

 	15642	8.43	50.34893066	-52.85544515	22.28	5.17	0.73	

 	15644	7.86	50.35134201	-61.48795964	18.45	4.19	0.53	

 	15648	4.96	50.36086309	43.32965174	21.0	1.57	0.05	

 	15669	5.94	50.46821583	49.07105892	21.86	2.64	0.47	

 	15673	9.05	50.47938525	52.33216557	44.03	7.27	0.99	

 	15725	9.28	50.64719213	-30.1891449	32.99	6.87	1.06	

 	15776	6.2	50.8237481	-7.79356443	27.09	3.36	0.7	

 	15784	7.61	50.8543601	-14.87616888	19.62	4.07	0.6	

 	15797	8.98	50.88912681	43.95809928	39.1	6.94	0.98	

 	15843	6.93	51.01706296	74.17135844	19.01	3.32	0.45	

 	15868	7.51	51.1025051	-15.65359309	19.14	3.92	0.62	

 	15919	7.86	51.24944102	-5.36188736	66.15	6.96	1.15	

 	15968	5.96	51.40105611	-69.33659399	25.45	2.99	0.41	

 	15973	11.26	51.41432881	-42.98635674	40.18	9.28	1.44	

 	16012	7.88	51.54570775	-30.6183629	31.88	5.4	0.72	

 	16059	8.22	51.71691434	-73.13324784	13.33	3.84	0.61	

 	16085	7.95	51.80085343	-58.32391044	30.95	5.4	0.76	

 	16094	9.65	51.82790268	-36.26159501	25.24	6.66	0.97	

 	16115	8.32	51.90428222	-73.43987482	15.45	4.26	0.68	

 	16128	6.73	51.93229029	-43.85595489	15.15	2.63	0.5	

 	16213	7.35	52.2255287	69.28273534	14.52	3.16	0.51	

 	16242	9.95	52.33233109	-11.677628	46.16	8.27	1.4	

 	16245	4.71	52.34244352	-62.93843436	46.65	3.05	0.41	

 	16285	5.76	52.47997851	-42.63425261	16.04	1.79	0.2	

 	16290	5.68	52.49552432	-78.35178497	10.63	0.81	0.93	

 	16292	5.09	52.50095974	55.45183695	17.07	1.25	0.02	

 	16310	6.12	52.55661496	-41.36951768	29.33	3.46	0.49	

 	16365	7.71	52.71036276	-37.3722386	25.11	4.71	0.59	

 	16443	8.35	52.94586637	-58.09966436	14.48	4.15	0.51	

 	16460	7.78	53.00705473	-52.47371172	19.68	4.25	0.72	

 	16499	5.3	53.10960058	46.05704336	27.46	2.49	0.4	

 	16517	7.29	53.1659259	35.6594353	20.45	3.84	0.5	

 	16536	11.47	53.23380442	-44.70227047	92.05	11.29	1.56	

 	16537	3.72	53.23509009	-9.45830584	310.75	6.18	0.88	

 	16540	7.48	53.24878887	-67.419307	20.44	4.03	0.52	

 	16544	8.72	53.26575418	-46.72230062	18.52	5.06	0.67	

 	16581	8.08	53.36098964	59.4175091	31.12	5.55	0.87	

 	16591	5.79	53.39592658	39.89959026	18.29	2.1	0.14	

 	16607	7.05	53.43857096	-15.12758867	20.06	3.56	0.46	

 	16641	6.14	53.53466813	17.83358303	23.57	3.0	0.89	

 	16666	7.04	53.62439947	-34.83229352	15.55	3.0	0.38	

 	16693	9.43	53.68840879	-62.4570237	24.56	6.38	0.9	

 	16852	4.29	54.21882896	0.40283316	72.89	3.6	0.57	

 	16879	7.28	54.29534916	25.99175641	26.78	4.42	0.7	

 	16914	6.89	54.42123987	-74.82256689	16.0	2.91	0.33	

 	16942	8.35	54.51089042	-59.77601143	14.01	4.08	0.51	

 	16959	6.96	54.5425319	-59.77648614	14.03	2.7	0.4	

 	17027	5.97	54.75469049	-5.62570656	28.44	3.24	0.92	

 	17047	8.27	54.82001172	-42.7622828	16.58	4.37	0.53	

 	17096	7.12	54.93034384	-52.91561462	28.9	4.42	0.58	

 	17118	6.81	54.99435196	63.87076052	22.93	3.61	0.48	

 	17126	8.21	55.02169771	63.87494842	23.92	5.1	0.82	

 	17147	6.68	55.09025656	-3.21646054	41.07	4.75	0.55	

 	17157	9.59	55.12209173	-47.92538868	39.84	7.59	1.27	

 	17183	6.96	55.19672534	-2.33214712	22.28	3.7	0.95	

 	17187	8.78	55.20624087	31.82651813	31.46	6.27	0.84	

 	17207	9.61	55.29394467	3.61195407	39.87	7.61	1.36	

 	17255	9.03	55.43531081	-51.42577997	26.52	6.15	1.09	

 	17264	9.73	55.46053888	-62.76696977	25.57	6.77	1.01	

 	17265	8.25	55.46580826	-10.69721737	33.92	5.9	0.75	

 	17276	6.77	55.49622425	-24.65215153	24.61	3.73	0.51	

 	17298	6.5	55.54131805	-45.95792132	25.39	3.52	0.52	

 	17346	9.2	55.68608585	-24.46541637	38.56	7.13	1.13	

 	17351	4.59	55.70884185	-37.31334485	18.34	0.91	1.19	

 	17364	6.97	55.76929955	-50.64429882	27.27	4.15	0.51	

 	17378	3.52	55.81231706	-9.76519868	110.58	3.74	0.92	

 	17409	7.48	55.94752907	42.60398732	23.46	4.33	0.58	

 	17414	9.99	55.96861637	16.67279765	58.09	8.81	1.42	

 	17420	7.1	55.97979823	-19.11127994	71.17	6.36	0.93	

 	17439	6.99	56.0375735	-38.28247293	61.63	5.94	0.87	

 	17483	7.51	56.18938808	-38.81814079	22.71	4.29	0.59	

